Name|Ed.|Type|R|Mana cost|CMC|P|T|L|Ability
409771|Open the Armory|SOI|Sorcery|U|1W|2||||Search your library for an Aura or Equipment card, reveal it, and put it into your hand. Then shuffle your library.
410050|Ormendahl, Profane Prince|SOI|Legendary Creature - Demon|R||0|9|7||Flying, lifelink, indestructible, haste
409983|Pack Guardian|SOI|Creature - Wolf Spirit|U|2GG|4|4|3||Flash (You may cast this spell any time you could cast an instant.)  When Pack Guardian enters the battlefield, you may discard a land card. If you do, create a 2/2 green Wolf creature token.
409878|Pale Rider of Trostad|SOI|Creature - Spirit|U|1B|2|3|3||Skulk (This creature can't be blocked by creatures with greater power.)  When Pale Rider of Trostad enters the battlefield, discard a card.
409772|Paranoid Parish-Blade|SOI|Creature - Human Soldier|U|2W|3|3|2||Delirium - Paranoid Parish-Blade gets +1/+0 and has first strike as long as there are four or more card types among cards in your graveyard.
409791|Perfected Form|SOI|Creature - Insect Horror|U||0|5|4||Flying
409832|Persistent Nightmare|SOI|Creature - Nightmare|M||0|1|1||Skulk (This creature can't be blocked by creatures with greater power.)  When Persistent Nightmare deals combat damage to a player, return it to its owner's hand.
409879|Pick the Brain|SOI|Sorcery|U|2B|3||||Target opponent reveals his or her hand. You choose a nonland card from it and exile that card.  Delirium - If there are four or more card types among cards in your graveyard, search that player's graveyard, hand, and library for any number of cards with the same name as the exiled card, exile those cards, then that player shuffles his or her library.
409821|Pieces of the Puzzle|SOI|Sorcery|C|2U|3||||Reveal the top five cards of your library. Put up to two instant and/or sorcery cards from among them into your hand and the rest into your graveyard.
409773|Pious Evangel|SOI|Creature - Human Cleric|U|2W|3|2|2||Whenever Pious Evangel or another creature enters the battlefield under your control, you gain 1 life.  2, T, Sacrifice another permanent: Transform Pious Evangel.
410052|Plains|SOI|Basic Land - Plains|C||0||||W
409822|Pore Over the Pages|SOI|Sorcery|U|3UU|5||||Draw three cards, untap up to two lands, then discard a card.
410046|Port Town|SOI|Land|R||0||||As Port Town enters the battlefield, you may reveal a Plains or Island card from your hand. If you don't, Port Town enters the battlefield tapped.  T: Add W or U to your mana pool.
409823|Press for Answers|SOI|Sorcery|C|1U|2||||"Tap target creature. It doesn't untap during its controller's next untap step.  Investigate. (Create a colorless Clue artifact token with ""2, Sacrifice this artifact: Draw a card."")"
410014|Prized Amalgam|SOI|Creature - Zombie|R|1UB|3|3|3||Whenever a creature enters the battlefield, if it entered from your graveyard or you cast it from your graveyard, return Prized Amalgam from your graveyard to the battlefield tapped at the beginning of the next end step.
409775|Puncturing Light|SOI|Instant|C|1W|2||||Destroy target attacking or blocking creature with power 3 or less.
409929|Pyre Hound|SOI|Creature - Elemental Hound|C|3R|4|2|3||Trample  Whenever you cast an instant or sorcery spell, put a +1/+1 counter on Pyre Hound.
409984|Quilled Wolf|SOI|Creature - Wolf|C|1G|2|2|2||5G: Quilled Wolf gets +4/+4 until end of turn.
409985|Rabid Bite|SOI|Sorcery|C|1G|2||||Target creature you control deals damage equal to its power to target creature you don't control.
409880|Rancid Rats|SOI|Creature - Zombie Rat|C|1B|2|1|1||Skulk (This creature can't be blocked by creatures with greater power.)  Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
409824|Rattlechains|SOI|Creature - Spirit|R|1U|2|2|1||Flash  Flying  When Rattlechains enters the battlefield, target Spirit gains hexproof until end of turn.  You may cast Spirit spells as though they had flash.
409930|Ravenous Bloodseeker|SOI|Creature - Vampire Berserker|U|1R|2|1|3||Discard a card: Ravenous Bloodseeker gets +2/-2 until end of turn.
409776|Reaper of Flight Moonsilver|SOI|Creature - Angel|U|3WW|5|3|3||Flying  Delirium - Sacrifice another creature: Reaper of Flight Moonsilver gets +2/+1 until end of turn. Activate this ability only if there are four or more card types among cards in your graveyard.
409825|Reckless Scholar|SOI|Creature - Human Wizard|U|2U|3|2|1||T: Target player draws a card, then discards a card.
409931|Reduce to Ashes|SOI|Sorcery|C|4R|5||||Reduce to Ashes deals 5 damage to target creature. If that creature would die this turn, exile it instead.
409881|Relentless Dead|SOI|Creature - Zombie|M|BB|2|2|2||Menace (This creature can't be blocked except by two or more creatures.)  When Relentless Dead dies, you may pay B. If you do, return it to its owner's hand.  When Relentless Dead dies, you may pay X. If you do, return another target Zombie creature card with converted mana cost X from your graveyard to the battlefield.
409826|Rise from the Tides|SOI|Sorcery|U|5U|6||||Create a tapped 2/2 black Zombie creature token for each instant and sorcery card in your graveyard.
409986|Root Out|SOI|Sorcery|C|2G|3||||"Destroy target artifact or enchantment.  Investigate. (Create a colorless Clue artifact token with ""2, Sacrifice this artifact: Draw a card."")"
409882|Rottenheart Ghoul|SOI|Creature - Zombie|C|3B|4|2|4||When Rottenheart Ghoul dies, target player discards a card.
410028|Runaway Carriage|SOI|Artifact Creature - Construct|U|4|4|5|6||Trample  When Runaway Carriage attacks or blocks, sacrifice it at end of combat.
409932|Rush of Adrenaline|SOI|Instant|C|R|1||||Target creature gets +2/+1 and gains trample until end of turn.
409987|Sage of Ancient Lore|SOI|Creature - Human Shaman Werewolf|R|4G|5|*|*||Sage of Ancient Lore's power and toughness are each equal to the number of cards in your hand.  When Sage of Ancient Lore enters the battlefield, draw a card.  At the beginning of each upkeep, if no spells were cast last turn, transform Sage of Ancient Lore.
409933|Sanguinary Mage|SOI|Creature - Vampire Wizard|C|1R|2|1|3||Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
409883|Sanitarium Skeleton|SOI|Creature - Skeleton|C|B|1|1|2||2B: Return Sanitarium Skeleton from your graveyard to your hand.
409934|Scourge Wolf|SOI|Creature - Wolf Horror|R|RR|2|2|2||First strike  Delirium - Scourge Wolf has double strike as long as there are four or more card types among cards in your graveyard.
410022|Scrounged Scythe|SOI|Artifact - Equipment|U||0||||Equipped creature gets +1/+1.  As long as equipped creature is a Human, it has menace. (It can't be blocked except by two or more creatures.)  Equip 2
409827|Seagraf Skaab|SOI|Creature - Zombie|C|1U|2|1|3||
409989|Seasons Past|SOI|Sorcery|M|4GG|6||||Return any number of cards with different converted mana costs from your graveyard to your hand. Put Seasons Past on the bottom of its owner's library.
409990|Second Harvest|SOI|Instant|R|2GG|4||||For each token you control, create a token that's a copy of that permanent.
409935|Senseless Rage|SOI|Enchantment - Aura|C|1R|2||||Enchant creature  Enchanted creature gets +2/+2.  Madness 1R (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)
409884|Shamble Back|SOI|Sorcery|C|B|1||||Exile target creature card from a graveyard. Create a 2/2 black Zombie creature token. You gain 2 life.
410029|Shard of Broken Glass|SOI|Artifact - Equipment|C|1|1||||Equipped creature gets +1/+0.  Whenever equipped creature attacks, you may put the top two cards of your library into your graveyard.  Equip 1 (1: Attach to target creature you control. Equip only as a sorcery.)
410015|Sigarda, Heron's Grace|SOI|Legendary Creature - Angel|M|3GW|5|4|5||Flying  You and Humans you control have hexproof.  2, Exile a card from your graveyard: Create a 1/1 white Human Soldier creature token.
409828|Silburlind Snapper|SOI|Creature - Turtle|C|5U|6|6|6||Silburlind Snapper can't attack unless you've cast a noncreature spell this turn.
409829|Silent Observer|SOI|Creature - Spirit|C|3U|4|1|5||Flying
409991|Silverfur Partisan|SOI|Creature - Wolf Warrior|R|2G|3|2|2||Trample  Whenever a Wolf or Werewolf you control becomes the target of an instant or sorcery spell, create a 2/2 green Wolf creature token.
409777|Silverstrike|SOI|Instant|U|3W|4||||Destroy target attacking creature. You gain 3 life.
409936|Sin Prodder|SOI|Creature - Devil|R|2R|3|3|2||Menace  At the beginning of your upkeep, reveal the top card of your library. Any opponent may have you put that card into your graveyard. If a player does, Sin Prodder deals damage to that player equal to that card's converted mana cost. Otherwise, put that card into your hand.
409885|Sinister Concoction|SOI|Enchantment|U|B|1||||B, Pay 1 life, Put the top card of your library into your graveyard, Discard a card, Sacrifice Sinister Concoction: Destroy target creature.
410030|Skeleton Key|SOI|Artifact - Equipment|U|1|1||||Equipped creature has skulk. (It can't be blocked by creatures with greater power.)  Whenever equipped creature deals combat damage to a player, you may draw a card. If you do, discard a card.  Equip 2
409937|Skin Invasion|SOI|Enchantment - Aura|U|R|1||||Enchant creature  Enchanted creature attacks each combat if able.  When enchanted creature dies, return Skin Invasion to the battlefield transformed under your control.
409938|Skin Shedder|SOI|Creature - Insect Horror|U||0|3|4||
410031|Slayer's Plate|SOI|Artifact - Equipment|R|3|3||||Equipped creature gets +4/+2.  Whenever equipped creature dies, if it was a Human, create a 1/1 white Spirit creature token with flying.  Equip 3
409830|Sleep Paralysis|SOI|Enchantment - Aura|C|3U|4||||Enchant creature  When Sleep Paralysis enters the battlefield, tap enchanted creature.  Enchanted creature doesn't untap during its controller's untap step.
409992|Solitary Hunter|SOI|Creature - Human Warrior Werewolf|C|3G|4|3|4||At the beginning of each upkeep, if no spells were cast last turn, transform Solitary Hunter.
410016|Sorin, Grim Nemesis|SOI|Planeswalker - Sorin|M|4WB|6|||6|+1: Reveal the top card of your library and put that card into your hand. Each opponent loses life equal to its converted mana cost.  -X: Sorin, Grim Nemesis deals X damage to target creature or planeswalker and you gain X life.  -9: Create a number of 1/1 black Vampire Knight creature tokens with lifelink equal to the highest life total among all players.
409994|Soul Swallower|SOI|Creature - Wurm|R|2GG|4|3|3||Trample  Delirium - At the beginning of your upkeep, if there are four or more card types among cards in your graveyard, put three +1/+1 counters on Soul Swallower.
409778|Spectral Shepherd|SOI|Creature - Spirit|U|2W|3|2|2||Flying  1U: Return target Spirit you control to its owner's hand.
409939|Spiteful Motives|SOI|Enchantment - Aura|U|3R|4||||Flash (You may cast this spell any time you could cast an instant.)  Enchant creature  Enchanted creature gets +3/+0 and has first strike.
409886|Stallion of Ashmouth|SOI|Creature - Nightmare Horse|C|3B|4|3|3||Delirium - 1B: Stallion of Ashmouth gets +1/+1 until end of turn. Activate this ability only if there are four or more card types among cards in your graveyard.
409831|Startled Awake|SOI|Sorcery|M|2UU|4||||Target opponent puts the top thirteen cards of his or her library into his or her graveyard.  3UU: Put Startled Awake from your graveyard onto the battlefield transformed. Activate this ability only any time you could cast a sorcery.
409940|Stensia Masquerade|SOI|Enchantment|U|2R|3||||Attacking creatures you control have first strike.  Whenever a Vampire you control deals combat damage to a player, put a +1/+1 counter on it.  Madness 2R (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)
409779|Stern Constable|SOI|Creature - Human Soldier|C|W|1|1|1||T, Discard a card: Tap target creature.
409833|Stitched Mangler|SOI|Creature - Zombie Horror|C|2U|3|2|3||Stitched Mangler enters the battlefield tapped.  When Stitched Mangler enters the battlefield, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.
409834|Stitchwing Skaab|SOI|Creature - Zombie Horror|U|3U|4|3|1||Flying  1U, Discard two cards: Return Stitchwing Skaab from your graveyard to the battlefield tapped.
409995|Stoic Builder|SOI|Creature - Human|C|2G|3|2|3||When Stoic Builder enters the battlefield, you may return target land card from your graveyard to your hand.
